CLM_DTL_ID,CLMT_HIRE_DT,CLMT_JOB_TTL,CLMT_JOB_TYP,CLMT_DISAB_BGN_DT,CLMT_AVG_WKLY_WAGE,WORK_LOC,INDUSTRY,JOB_DESC,WORK_ENVIRONMENT,SUPERVISOR_NAME,REPORTING_CHANNEL,EMPLOYMENT_STATUS
3093,2008-12-02,Sales Associate,Full-time,2009-04-13,2157.98,Smithhaven,Technology,Sales Associate responsible for various operational tasks.,On-site,Aaron Lloyd,Phone,Active
3094,2020-12-20,Warehouse Worker,Full-time,2021-04-06,7491.97,West Brendaport,Finance,Warehouse Worker responsible for various operational tasks.,On-site,Bobby Douglas,Web,Active
3095,2008-03-17,Software Engineer,Full-time,2009-01-03,2478.38,Melaniestad,Retail,Software Engineer responsible for various operational tasks.,On-site,Adriana Lindsey,Phone,Active
3096,2023-09-04,Mechanic,Full-time,2023-12-12,5050.76,South Kimberlyhaven,Retail,Mechanic responsible for various operational tasks.,On-site,Timothy Richardson,Web,Active
3097,2012-10-05,Office Clerk,Full-time,2013-08-05,622.29,Fostermouth,Manufacturing,Office Clerk responsible for various operational tasks.,On-site,Stacey Phelps,Phone,Active
3098,2016-07-27,Sales Associate,Full-time,2017-03-18,6669.9,Michaelshire,Construction,Sales Associate responsible for various operational tasks.,On-site,Cheryl Reyes,Web,Active
3099,2008-10-18,Mechanic,Full-time,2009-09-21,6910.05,Mitchellmouth,Healthcare,Mechanic responsible for various operational tasks.,Hybrid,Gary Burke,Phone,Active
3100,2011-08-27,Nurse,Full-time,2012-04-12,5921.15,Feliciaberg,Healthcare,Nurse responsible for various operational tasks.,On-site,Laura Ward,Phone,Active
3101,2021-11-26,Cashier,Full-time,2022-01-13,1943.89,Tamiside,Manufacturing,Cashier responsible for various operational tasks.,On-site,Mr. Daniel Chen,Web,Active
3102,2017-02-12,Security Guard,Full-time,2017-08-27,1108.06,Port Kristen,Manufacturing,Security Guard responsible for various operational tasks.,On-site,Dustin Fox,Phone,Active
3103,2020-11-16,Office Clerk,Full-time,2021-10-03,3860.68,North Veronicachester,Transportation,Office Clerk responsible for various operational tasks.,On-site,Kelly Hoffman,Web,Active
3104,2014-09-16,Cashier,Full-time,2015-06-06,4296.28,North Elizabeth,Retail,Cashier responsible for various operational tasks.,Hybrid,Michael Armstrong,Web,Active
3105,2014-11-13,Warehouse Worker,Full-time,2015-05-15,5834.2,Charlesmouth,Transportation,Warehouse Worker responsible for various operational tasks.,On-site,Kurt Alvarez,Web,Active
3106,2006-07-09,Security Guard,Full-time,2007-06-25,4776.8,Andrewberg,Technology,Security Guard responsible for various operational tasks.,On-site,Scott Silva,Web,Active
3107,2016-12-28,Office Clerk,Part-time,2017-12-27,4302.52,New Christophermouth,Healthcare,Office Clerk responsible for various operational tasks.,On-site,Caitlin Mccarty,Web,Active
3108,2016-05-21,Security Guard,Full-time,2017-03-11,6896.8,Kerrchester,Finance,Security Guard responsible for various operational tasks.,On-site,Adrian Cortez,Phone,Terminated
3109,2012-08-06,Mechanic,Full-time,2013-03-26,7085.88,Shaneshire,Construction,Mechanic responsible for various operational tasks.,On-site,Makayla Jackson,Phone,Active
3110,2021-04-05,Sales Associate,Part-time,2022-01-13,5313.1,Gomezfurt,Transportation,Sales Associate responsible for various operational tasks.,Remote,Savannah Hunter,Web,Terminated
3111,2017-04-30,Mechanic,Full-time,2017-10-12,3630.06,West John,Hospitality,Mechanic responsible for various operational tasks.,On-site,Nicole Hill,Email,Active
3112,2022-08-18,Software Engineer,Full-time,2022-12-30,616.25,East Ashleyhaven,Retail,Software Engineer responsible for various operational tasks.,On-site,Kristina Johnson,Web,Active
3113,2022-03-20,Software Engineer,Full-time,2022-11-12,6008.69,Brianchester,Retail,Software Engineer responsible for various operational tasks.,On-site,Jill Dunlap,Email,Active
3114,2015-09-22,Security Guard,Full-time,2016-02-23,6303.69,Elizabethburgh,Transportation,Security Guard responsible for various operational tasks.,Hybrid,Justin Torres,Phone,Terminated
3115,2009-10-22,Warehouse Worker,Full-time,2009-10-07,1489.36,Paulfurt,Finance,Warehouse Worker responsible for various operational tasks.,Hybrid,Belinda Byrd,Web,Terminated
3116,2008-01-08,Mechanic,Full-time,2008-11-22,1820.25,Stantonside,Technology,Mechanic responsible for various operational tasks.,On-site,Aaron Smith,Web,Active
3117,2018-06-03,Office Clerk,Full-time,2018-06-23,3510.9,Port Kristine,Finance,Office Clerk responsible for various operational tasks.,Hybrid,Katie Rodriguez,Phone,Active
3118,2022-08-13,Security Guard,Full-time,2023-03-13,6518.02,Phillipsmouth,Technology,Security Guard responsible for various operational tasks.,On-site,Kristen Johnson,Phone,Active
3119,2008-09-28,Sales Associate,Full-time,2009-04-24,1948.42,East Kimberly,Healthcare,Sales Associate responsible for various operational tasks.,On-site,Anthony James,Web,Active
3120,2014-12-01,Sales Associate,Full-time,2015-12-15,1449.66,East Cynthiabury,Hospitality,Sales Associate responsible for various operational tasks.,On-site,Anthony Lewis,Web,Active
3121,2008-10-04,Cashier,Full-time,2009-05-03,3534.49,Glennbury,Transportation,Cashier responsible for various operational tasks.,On-site,Todd Montoya,Phone,Active
3122,2005-07-15,Cashier,Full-time,2006-06-11,586.19,Port Johnfurt,Technology,Cashier responsible for various operational tasks.,On-site,Eric Morris,Phone,Active
3123,2014-09-17,Mechanic,Full-time,2015-06-11,6727.44,Yolandaland,Technology,Mechanic responsible for various operational tasks.,On-site,Danny Melendez,Phone,Active
3124,2009-11-09,Security Guard,Full-time,2009-12-25,6350.55,Karaside,Hospitality,Security Guard responsible for various operational tasks.,On-site,Wendy Raymond,Phone,Active
3125,2008-09-30,Software Engineer,Full-time,2009-02-10,7367.13,Hayesmouth,Finance,Software Engineer responsible for various operational tasks.,On-site,David Ellis,Web,Active
3126,2016-10-04,Cashier,Full-time,2016-12-10,3793.28,East Alvinport,Manufacturing,Cashier responsible for various operational tasks.,On-site,Brittany Black,Email,Active
3127,2013-06-18,Mechanic,Full-time,2014-03-19,4668.47,Jamieton,Hospitality,Mechanic responsible for various operational tasks.,On-site,Christian Thompson,Email,Active
3128,2013-08-17,Cashier,Full-time,2013-09-22,4852.42,Powellview,Finance,Cashier responsible for various operational tasks.,On-site,Daniel Johnson,Web,Active
3129,2012-04-10,Cashier,Part-time,2012-09-18,632.12,Smithchester,Finance,Cashier responsible for various operational tasks.,Remote,Jerry Fuller,Email,Terminated
3130,2013-06-22,Sales Associate,Full-time,2013-06-19,1982.05,Shannonbury,Technology,Sales Associate responsible for various operational tasks.,Remote,Mary Adams,Phone,Terminated
3131,2009-12-11,Mechanic,Part-time,2009-12-06,2413.34,Lake Jasminehaven,Manufacturing,Mechanic responsible for various operational tasks.,Hybrid,Ronald Smith,Email,Active
3132,2013-11-23,Software Engineer,Full-time,2014-05-06,2197.54,Port Kristinastad,Manufacturing,Software Engineer responsible for various operational tasks.,On-site,Bradley Davis,Web,Active
3133,2012-10-07,Warehouse Worker,Full-time,2013-08-29,2062.23,Valerieside,Manufacturing,Warehouse Worker responsible for various operational tasks.,On-site,Jacqueline Sanchez,Web,Active
3134,2022-01-18,Warehouse Worker,Full-time,2022-12-03,2504.35,East Jesusville,Technology,Warehouse Worker responsible for various operational tasks.,On-site,Sarah Madden,Phone,Active
3135,2022-07-19,Nurse,Full-time,2022-10-06,7804.43,East Juliebury,Healthcare,Nurse responsible for various operational tasks.,On-site,Holly Terry,Email,Active
3136,2020-07-03,Sales Associate,Full-time,2020-10-15,6630.1,Rachelmouth,Finance,Sales Associate responsible for various operational tasks.,Remote,James Johnson,Email,Terminated
3137,2018-02-26,Office Clerk,Full-time,2018-07-03,2133.22,Shanefort,Retail,Office Clerk responsible for various operational tasks.,On-site,Brett Nixon,Email,Active
3138,2009-10-25,Nurse,Full-time,2009-11-18,1877.46,North Andrew,Hospitality,Nurse responsible for various operational tasks.,On-site,Marisa Chandler,Phone,Active
3139,2025-01-02,Sales Associate,Full-time,2025-03-30,2141.8,East Cheryl,Hospitality,Sales Associate responsible for various operational tasks.,On-site,Laurie Lee,Web,Active
3140,2007-09-09,Warehouse Worker,Full-time,2007-12-24,3432.82,North Richard,Construction,Warehouse Worker responsible for various operational tasks.,On-site,Cheryl Farmer,Phone,Active
3141,2007-09-15,Office Clerk,Full-time,2008-06-29,7927.98,Port Veronica,Hospitality,Office Clerk responsible for various operational tasks.,On-site,Andrew Thornton MD,Email,Active
3142,2012-01-14,Security Guard,Full-time,2012-07-22,5196.92,Lake Ryan,Retail,Security Guard responsible for various operational tasks.,On-site,Morgan Doyle,Web,Active
3143,2018-02-25,Sales Associate,Part-time,2018-02-15,7421.19,Palmerstad,Hospitality,Sales Associate responsible for various operational tasks.,Remote,Alexis Henry,Phone,Active
3144,2019-12-16,Warehouse Worker,Part-time,2019-12-25,1748.15,New Jason,Healthcare,Warehouse Worker responsible for various operational tasks.,Hybrid,Alyssa Clark,Web,Terminated
3145,2010-01-08,Security Guard,Full-time,2010-02-26,7152.4,Munozhaven,Finance,Security Guard responsible for various operational tasks.,On-site,Ashley Ramirez,Web,Active
3146,2011-06-14,Security Guard,Part-time,2011-07-31,7681.19,Jacksonshire,Retail,Security Guard responsible for various operational tasks.,Remote,Christina Hughes,Phone,Terminated
3147,2020-02-28,Office Clerk,Full-time,2020-06-28,1943.91,North Michaelborough,Finance,Office Clerk responsible for various operational tasks.,On-site,Mark Shaffer,Web,Active
3148,2024-10-16,Mechanic,Full-time,2024-12-05,1669.52,Port Haleystad,Hospitality,Mechanic responsible for various operational tasks.,On-site,Brendan Jackson,Phone,Active
3149,2019-03-25,Warehouse Worker,Full-time,2019-08-20,7363.56,West Terri,Healthcare,Warehouse Worker responsible for various operational tasks.,Remote,Nicole Walker,Email,Active
3150,2024-03-13,Nurse,Full-time,2024-11-18,5707.08,Julianmouth,Healthcare,Nurse responsible for various operational tasks.,On-site,Kendra Nelson,Email,Active
3151,2022-11-03,Software Engineer,Full-time,2023-06-09,3447.79,Jasonberg,Manufacturing,Software Engineer responsible for various operational tasks.,Hybrid,Cynthia Dougherty,Phone,Active
3152,2008-10-25,Mechanic,Full-time,2009-08-03,7274.05,New Jamesborough,Healthcare,Mechanic responsible for various operational tasks.,On-site,Deborah Noble,Phone,Active
3153,2005-11-17,Mechanic,Full-time,2006-05-28,7483.69,Markmouth,Construction,Mechanic responsible for various operational tasks.,On-site,Peter Garrett,Web,Active
3154,2006-09-29,Cashier,Full-time,2006-09-19,1764.51,Angelatown,Transportation,Cashier responsible for various operational tasks.,On-site,Kendra Moore,Web,Active
3155,2016-04-07,Security Guard,Full-time,2016-04-02,3695.27,Yuside,Healthcare,Security Guard responsible for various operational tasks.,Hybrid,Jeffery Saunders,Email,Active
3156,2006-01-14,Cashier,Full-time,2006-09-10,5440.83,Jordantown,Healthcare,Cashier responsible for various operational tasks.,On-site,Ryan Dalton,Web,Active
3157,2020-07-25,Cashier,Full-time,2021-06-07,1749.25,East Nancystad,Transportation,Cashier responsible for various operational tasks.,On-site,Kevin Price,Email,Active
3158,2019-08-03,Cashier,Full-time,2020-07-01,6902.72,North Sydney,Manufacturing,Cashier responsible for various operational tasks.,On-site,Neil Owens,Phone,Active
3159,2008-10-18,Warehouse Worker,Full-time,2009-04-20,1474.2,Lake Robert,Hospitality,Warehouse Worker responsible for various operational tasks.,On-site,Michael Gregory,Email,Active
3160,2021-06-11,Software Engineer,Full-time,2022-04-27,1284.65,Patrickview,Retail,Software Engineer responsible for various operational tasks.,On-site,Tabitha Martin,Phone,Active
3161,2011-12-02,Security Guard,Full-time,2012-06-15,3456.81,Rebeccatown,Transportation,Security Guard responsible for various operational tasks.,On-site,Wesley Cooper,Phone,Active
3162,2021-09-24,Mechanic,Part-time,2021-09-14,2476.81,East Crystalstad,Technology,Mechanic responsible for various operational tasks.,On-site,Nancy Williams,Web,Active
3163,2017-06-27,Cashier,Part-time,2018-05-05,2901.94,Rogershaven,Technology,Cashier responsible for various operational tasks.,On-site,Cynthia Shelton,Phone,Active
3164,2023-12-22,Software Engineer,Full-time,2023-12-25,872.23,Brandonview,Hospitality,Software Engineer responsible for various operational tasks.,Remote,Adam Lee,Email,Active
3165,2006-04-29,Security Guard,Full-time,2006-08-27,3723.84,South David,Finance,Security Guard responsible for various operational tasks.,On-site,Andrew Palmer,Phone,Active
3166,2008-07-09,Software Engineer,Full-time,2008-07-13,6003.73,Ericbury,Finance,Software Engineer responsible for various operational tasks.,Hybrid,Brittany Davis,Email,Active
3167,2016-04-29,Office Clerk,Full-time,2016-07-01,3790.53,Port Courtney,Manufacturing,Office Clerk responsible for various operational tasks.,On-site,Jamie Waller,Phone,Active
3168,2011-08-05,Office Clerk,Full-time,2012-02-03,5928.72,Scottland,Retail,Office Clerk responsible for various operational tasks.,On-site,Sara Edwards,Email,Active
3169,2025-03-13,Office Clerk,Full-time,2025-03-05,2906.18,Devinshire,Retail,Office Clerk responsible for various operational tasks.,Hybrid,Diana Greer,Email,Active
3170,2018-09-27,Office Clerk,Full-time,2018-11-12,637.45,Alvarezchester,Manufacturing,Office Clerk responsible for various operational tasks.,On-site,Steven Swanson,Phone,Active
3171,2020-04-10,Mechanic,Full-time,2020-09-03,5163.92,North Charleshaven,Retail,Mechanic responsible for various operational tasks.,On-site,Susan Durham,Web,Active
3172,2007-09-14,Mechanic,Full-time,2008-06-02,5690.23,Lake Josephmouth,Manufacturing,Mechanic responsible for various operational tasks.,On-site,Derek Romero,Web,Active
3173,2009-07-04,Mechanic,Full-time,2009-12-08,4664.29,West Monica,Technology,Mechanic responsible for various operational tasks.,On-site,Amy Johnson,Email,Active
3174,2017-09-04,Nurse,Full-time,2017-11-06,7756.99,Lake Stefaniestad,Healthcare,Nurse responsible for various operational tasks.,On-site,Erica Barrett,Web,Active
3175,2007-01-08,Warehouse Worker,Full-time,2007-12-01,3488.03,Stevenston,Hospitality,Warehouse Worker responsible for various operational tasks.,On-site,Maria Savage,Phone,Active
3176,2018-03-14,Sales Associate,Full-time,2018-06-27,4286.59,Douglasfurt,Finance,Sales Associate responsible for various operational tasks.,On-site,Lauren Thompson,Web,Active
3177,2011-10-05,Cashier,Full-time,2012-02-06,2830.22,Port Adamside,Transportation,Cashier responsible for various operational tasks.,On-site,Jessica Gould,Web,Active
3178,2007-06-01,Office Clerk,Full-time,2007-12-30,965.38,East Pamela,Healthcare,Office Clerk responsible for various operational tasks.,On-site,James Bailey,Phone,Active
3179,2021-05-24,Office Clerk,Full-time,2021-11-25,2546.21,North Randall,Finance,Office Clerk responsible for various operational tasks.,On-site,Bradley Evans,Email,Active
3180,2019-02-05,Office Clerk,Full-time,2019-05-01,7487.61,Toddview,Finance,Office Clerk responsible for various operational tasks.,On-site,John Noble,Phone,Active
3181,2012-03-06,Office Clerk,Full-time,2012-12-28,5186.28,East Kaitlyn,Technology,Office Clerk responsible for various operational tasks.,On-site,Benjamin Cross,Web,Active
3182,2011-01-07,Security Guard,Full-time,2011-01-24,4121.26,New Williamport,Transportation,Security Guard responsible for various operational tasks.,On-site,Jesse Castaneda,Phone,Active
3183,2008-09-20,Nurse,Full-time,2008-12-24,7112.36,Johnshire,Healthcare,Nurse responsible for various operational tasks.,On-site,Jared Lane,Email,Active
3184,2014-11-05,Warehouse Worker,Full-time,2015-06-13,5554.86,Turnerhaven,Construction,Warehouse Worker responsible for various operational tasks.,On-site,Daniel Mcconnell,Email,Active
3185,2011-09-03,Sales Associate,Part-time,2012-05-28,6572.39,Reidhaven,Hospitality,Sales Associate responsible for various operational tasks.,Hybrid,Anthony Knight,Email,Active
